Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longtitude,altitude,utm_easting,utm_northing,zone,letter
1695860388.7214794,36,151816,0,GPS1_Frame,42.33701299999999,71.08637883333334,123.8,671877.802335849,4689303.602338966,42,T
1695860396.733063,37,151817,0,GPS1_Frame,42.33700916666667,71.086377,125.0,671877.6617416937,4689303.172970802,42,T
1695860404.7442336,38,151818,0,GPS1_Frame,42.3370075,71.08638216666667,125.9,671878.0919350368,4689302.998343806,42,T
1695860412.7519815,39,151819,0,GPS1_Frame,42.33700583333333,71.0863845,126.7,671878.2887060321,4689302.817989682,42,T
1695860420.7631888,40,151820,0,GPS1_Frame,42.33700483333334,71.08638516666666,127.3,671878.3463534298,4689302.708294889,42,T
1695860428.7742846,41,151821,0,GPS1_Frame,42.33700733333333,71.08638766666667,126.9,671878.5455031202,4689302.990954158,42,T
1695860436.7852292,42,151822,0,GPS1_Frame,42.33700733333333,71.08638966666668,127.2,671878.7102718496,4689302.99499686,42,T
1695860444.795768,43,151823,0,GPS1_Frame,42.3370075,71.08638966666668,127.5,671878.7098177673,4689303.013503919,42,T
1695860452.8058171,44,151824,0,GPS1_Frame,42.33700866666666,71.08639050000001,127.3,671878.7752928269,4689303.144737798,42,T
1695860460.817033,45,151825,0,GPS1_Frame,42.33700883333333,71.08639166666667,127.4,671878.8709538339,4689303.165603103,42,T
1695860468.827802,46,151826,0,GPS1_Frame,42.33700966666667,71.08639266666667,127.3,671878.9510677796,4689303.260159759,42,T
1695860476.8371794,47,151827,0,GPS1_Frame,42.33700866666666,71.086395,127.7,671879.1460224573,4689303.153833896,42,T
1695860484.8478446,48,151828,0,GPS1_Frame,42.33701416666666,71.086396,125.8,671879.2134220563,4689303.766588227,42,T
1695860492.8585284,49,151829,0,GPS1_Frame,42.33702266666666,71.0863965,123.1,671879.2314559547,4689304.711458956,42,T
1695860500.8683176,50,151830,0,GPS1_Frame,42.33704133333334,71.0864,117.4,671879.4689436593,4689306.79132442,42,T
1695860508.878561,51,151831,0,GPS1_Frame,42.3370465,71.0864015,115.6,671879.5784434984,4689307.368075322,42,T
1695860516.8902001,52,151832,0,GPS1_Frame,42.33704816666667,71.08640133333333,115.1,671879.5601719273,4689307.552809025,42,T
1695860524.9012184,53,151833,0,GPS1_Frame,42.3370495,71.08640199999999,114.7,671879.6114621172,4689307.702213081,42,T
1695860532.913471,54,151834,0,GPS1_Frame,42.337050166666664,71.08640016666666,114.4,671879.4586078778,4689307.772535488,42,T
1695860540.924801,55,151835,0,GPS1_Frame,42.337049166666674,71.08639516666668,114.5,671879.0494108396,4689307.651386328,42,T
1695860548.9365985,56,151836,0,GPS1_Frame,42.3370495,71.08639166666667,114.1,671878.7601575892,4689307.6813257,42,T
1695860556.9466696,57,151837,0,GPS1_Frame,42.337049166666674,71.08639066666666,114.1,671878.6786814433,4689307.642290228,42,T
1695860564.9590163,58,151838,0,GPS1_Frame,42.337050500000004,71.0863915,113.8,671878.7437023725,4689307.792031167,42,T
1695860572.9698668,59,151839,0,GPS1_Frame,42.33705116666667,71.086391,113.5,671878.7006938874,4689307.865048731,42,T
1695860580.9806063,60,151840,0,GPS1_Frame,42.33705283333334,71.08639316666667,113.0,671878.8746523827,4689308.054498931,42,T
